job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
Autonomous Systems Engineer,50749,EN,FL,Canada,S,50,"SQL, MLOps, Data Visualization, Scala, Git",0
AI Consultant,222223,EX,PT,Netherlands,M,0,"Data Visualization, Hadoop, Scala, AWS",19
Data Analyst,47958,EN,PT,Finland,L,50,"Mathematics, Scala, MLOps, SQL",0
Data Scientist,52877,EN,FL,Israel,L,50,"R, SQL, Scala",1
AI Research Scientist,138782,EX,CT,Finland,M,0,"Git, AWS, PyTorch",19
AI Specialist,66150,SE,FT,Ireland,S,100,"Computer Vision, SQL, Java, GCP",5
Principal Data Scientist,178470,EX,FT,Australia,L,100,"Python, TensorFlow, Git, PyTorch, MLOps",18
Deep Learning Engineer,62936,MI,PT,China,M,100,"AWS, SQL, Azure",3
Machine Learning Engineer,159003,EX,FT,Japan,S,50,"Mathematics, R, MLOps",11
Computer Vision Engineer,98694,EX,CT,China,M,50,"R, Python, Azure, Java",15
Data Engineer,50471,EN,FT,China,S,100,"Kubernetes, Scala, Data Visualization",1
AI Software Engineer,104460,MI,FL,Sweden,M,0,"Deep Learning, Kubernetes, SQL",3
Research Scientist,63711,EN,PT,Australia,M,0,"Kubernetes, Scala, PyTorch, AWS, Docker",0
Data Analyst,64384,EN,PT,Australia,L,0,"Python, Kubernetes, Scala, Linux",0
AI Architect,223296,SE,FL,Denmark,L,0,"Git, Python, Scala, AWS",5
Autonomous Systems Engineer,73372,SE,PT,Finland,M,50,"Hadoop, GCP, MLOps, Statistics",9
Machine Learning Researcher,92458,MI,FT,France,M,50,"Hadoop, Python, Kubernetes",3
AI Product Manager,80483,MI,PT,Finland,L,50,"Git, Python, TensorFlow, SQL",2
Machine Learning Researcher,71730,MI,FT,China,L,100,"Linux, GCP, Statistics, NLP, Azure",2
Machine Learning Researcher,186565,EX,PT,Norway,S,0,"R, Git, Computer Vision",19
Robotics Engineer,114225,SE,PT,Finland,L,50,"Linux, SQL, PyTorch, NLP, Git",9
AI Software Engineer,160286,EX,FT,Canada,S,0,"SQL, Computer Vision, Linux, Data Visualization, Git",19
Head of AI,60957,MI,CT,Ireland,L,100,"Python, Spark, TensorFlow",4
Autonomous Systems Engineer,90148,MI,FL,Canada,M,50,"Java, MLOps, TensorFlow",4
Data Analyst,105723,SE,CT,Sweden,M,50,"NLP, SQL, Python",5
Data Scientist,388754,EX,CT,Switzerland,L,0,"Docker, Python, Mathematics",16
AI Consultant,45129,EN,CT,China,M,50,"Kubernetes, Mathematics, Git, PyTorch",1
Data Engineer,68001,MI,FT,France,M,100,"Python, TensorFlow, Tableau, Linux, Java",2
Robotics Engineer,51736,EN,FT,Japan,M,50,"Spark, Data Visualization, SQL, TensorFlow, GCP",0
Data Scientist,112035,SE,CT,Canada,L,50,"Python, Mathematics, Deep Learning, TensorFlow, AWS",8
Data Engineer,55619,EN,CT,France,S,100,"Linux, R, Scala",1
AI Research Scientist,56796,EN,PT,Ireland,M,50,"Python, TensorFlow, Tableau",1
Robotics Engineer,61808,EN,CT,Sweden,L,0,"SQL, PyTorch, Azure",0
AI Consultant,78751,MI,CT,Singapore,M,100,"PyTorch, SQL, Java, Git",3
AI Architect,238449,EX,PT,United States,M,50,"Scala, Linux, Docker, Git",15
AI Research Scientist,81908,EN,FL,Australia,L,100,"Mathematics, PyTorch, Azure",0
Machine Learning Engineer,79556,SE,CT,India,M,100,"Scala, Linux, Python",7
NLP Engineer,70609,EN,CT,Canada,M,100,"Data Visualization, PyTorch, SQL, Computer Vision, GCP",1
Principal Data Scientist,100354,MI,PT,United Kingdom,S,100,"Deep Learning, SQL, Data Visualization, NLP, Tableau",2
NLP Engineer,62606,MI,CT,Canada,S,100,"Kubernetes, Java, Computer Vision",3
NLP Engineer,44279,EN,CT,Israel,S,0,"Tableau, Linux, Java, Kubernetes, Computer Vision",1
Research Scientist,36995,EN,FL,Finland,S,0,"Statistics, Git, Data Visualization",0
Principal Data Scientist,193149,EX,CT,Germany,L,50,"PyTorch, SQL, AWS, Spark",15
Data Scientist,88722,MI,PT,Sweden,S,100,"R, Kubernetes, TensorFlow, Data Visualization",3
Data Scientist,145098,SE,PT,Netherlands,L,100,"TensorFlow, AWS, Git, Azure",8
AI Consultant,83381,MI,PT,Singapore,S,0,"Mathematics, Git, Linux",3
Autonomous Systems Engineer,46591,EN,FT,Japan,M,100,"Python, Data Visualization, Azure",1
Data Scientist,99604,EX,PT,Japan,S,50,"PyTorch, Mathematics, Linux",11
AI Research Scientist,262339,EX,FL,Norway,L,0,"Spark, Statistics, Tableau, Deep Learning",12
Machine Learning Researcher,58899,EN,FL,Singapore,S,50,"Kubernetes, AWS, NLP, Git",1
Research Scientist,109939,MI,FL,Denmark,M,100,"SQL, Tableau, PyTorch, NLP, GCP",4
NLP Engineer,32587,EN,FL,Israel,S,100,"Scala, Docker, Data Visualization",0
Robotics Engineer,102069,MI,PT,Norway,M,50,"Scala, Python, GCP, AWS",2
AI Specialist,153376,EX,FL,Finland,S,0,"Tableau, Azure, AWS, Data Visualization",12
Autonomous Systems Engineer,92574,EN,PT,Switzerland,M,50,"SQL, Mathematics, Linux, Scala, Hadoop",1
ML Ops Engineer,92858,SE,FL,Australia,S,50,"Docker, AWS, Computer Vision, MLOps",6
Data Scientist,84172,EN,FT,Germany,L,0,"Docker, Git, Data Visualization",1
AI Consultant,66601,SE,CT,Japan,S,100,"GCP, Linux, R, Scala",5
Data Scientist,99818,SE,PT,South Korea,L,100,"AWS, Spark, Mathematics",6
Deep Learning Engineer,96240,SE,CT,China,L,100,"GCP, Java, PyTorch, Mathematics, Computer Vision",8
AI Software Engineer,72389,MI,FT,Germany,M,100,"Deep Learning, Computer Vision, Tableau, PyTorch",2
Head of AI,118570,SE,FL,Ireland,L,0,"Python, Hadoop, Azure, Computer Vision",8
NLP Engineer,56276,MI,FL,Austria,M,0,"Python, TensorFlow, Linux",3
AI Architect,93369,EX,CT,Ireland,S,0,"Azure, NLP, Scala",13
Data Analyst,115634,SE,FL,South Korea,L,50,"Linux, Hadoop, Spark, Azure",9
Machine Learning Engineer,215782,EX,FL,Switzerland,M,50,"Tableau, SQL, Linux",13
AI Specialist,110858,MI,FL,Denmark,L,50,"Git, Hadoop, PyTorch, Java",4
Autonomous Systems Engineer,77926,EN,PT,Australia,M,0,"Kubernetes, Data Visualization, Computer Vision, SQL",1
AI Product Manager,115976,EX,CT,Austria,S,100,"Statistics, GCP, SQL",12
Principal Data Scientist,71134,EN,CT,France,L,50,"TensorFlow, Data Visualization, Kubernetes, Linux",1
Computer Vision Engineer,63231,EN,PT,Germany,L,50,"Statistics, Spark, Data Visualization, Git",1
AI Consultant,96419,MI,CT,Norway,S,0,"Docker, Scala, AWS",3
Data Analyst,221235,EX,FT,United Kingdom,M,0,"Kubernetes, Docker, Tableau, Python, Spark",13
AI Specialist,213785,EX,FT,Canada,M,100,"SQL, Git, Java, Docker",13
AI Software Engineer,59378,EN,PT,Austria,L,100,"Linux, Scala, PyTorch, Hadoop",0
AI Architect,61374,EN,CT,Norway,S,50,"MLOps, Java, Linux",1
Machine Learning Researcher,77579,EN,FL,Norway,L,50,"MLOps, Kubernetes, Python, Computer Vision",0
AI Research Scientist,61122,EN,CT,Austria,L,50,"Linux, Java, Data Visualization, Tableau",0
Machine Learning Engineer,53318,MI,FT,Israel,S,0,"TensorFlow, Python, GCP, Java",3
Data Engineer,182747,EX,FT,Australia,S,100,"R, Hadoop, Data Visualization",15
Head of AI,138496,SE,CT,Singapore,M,100,"Git, Kubernetes, Hadoop, SQL, Docker",5
Machine Learning Engineer,79744,SE,PT,Israel,S,0,"Mathematics, SQL, PyTorch, Java, MLOps",8
AI Consultant,133437,EX,PT,Austria,S,50,"Hadoop, Docker, MLOps",13
AI Architect,90174,EN,FL,Denmark,S,50,"PyTorch, Mathematics, Tableau",1
Data Scientist,87820,SE,FT,Finland,S,0,"PyTorch, Scala, Computer Vision, Kubernetes",7
Robotics Engineer,66990,MI,FL,Israel,S,0,"SQL, Scala, AWS, Java, Python",3
Machine Learning Engineer,122069,SE,CT,France,S,100,"SQL, Linux, Docker",6
Computer Vision Engineer,56318,EN,FL,Netherlands,M,0,"Statistics, Hadoop, Spark, GCP",1
AI Product Manager,45830,EN,FT,France,S,50,"Python, Statistics, Computer Vision, Azure",1
NLP Engineer,70207,EN,PT,Singapore,S,50,"Computer Vision, Spark, SQL, Scala",1
AI Software Engineer,84101,EN,CT,Switzerland,L,50,"Linux, Kubernetes, GCP",0
AI Product Manager,57591,EN,CT,Singapore,M,0,"PyTorch, SQL, TensorFlow, Kubernetes, Git",1
ML Ops Engineer,45158,EN,CT,Israel,M,100,"AWS, Hadoop, Tableau, Java, Mathematics",1
Head of AI,132585,EX,FT,Finland,S,100,"R, Java, Spark",12
ML Ops Engineer,99055,MI,PT,Germany,M,0,"Scala, PyTorch, GCP, Linux, Mathematics",2
Head of AI,212847,SE,FT,Switzerland,M,0,"Scala, Linux, Statistics, Git",9
AI Architect,135102,EX,PT,China,S,100,"AWS, Kubernetes, Tableau, Computer Vision, Statistics",17
ML Ops Engineer,63685,EN,FT,Australia,S,0,"Data Visualization, Python, TensorFlow",0
AI Consultant,122593,SE,FL,South Korea,L,100,"TensorFlow, NLP, Java, Deep Learning, Scala",7
AI Product Manager,107056,MI,CT,Norway,M,50,"Data Visualization, Scala, Statistics",4
Research Scientist,53318,EN,PT,Japan,M,50,"Hadoop, GCP, Data Visualization",0
Data Scientist,90704,EN,PT,Denmark,L,50,"Data Visualization, Computer Vision, Tableau, GCP, Java",1
Principal Data Scientist,125671,SE,PT,Norway,S,0,"Git, Spark, MLOps, NLP, Python",7
Research Scientist,62031,MI,FL,Ireland,S,50,"MLOps, Linux, Computer Vision, Git",4
Data Engineer,171375,EX,PT,Netherlands,L,0,"SQL, GCP, PyTorch, TensorFlow, Python",17
AI Software Engineer,69220,MI,CT,Singapore,S,100,"Hadoop, PyTorch, Scala, TensorFlow",2
Research Scientist,80383,EN,FT,Norway,S,0,"TensorFlow, Kubernetes, Computer Vision",0
Head of AI,175527,SE,PT,Norway,S,100,"Tableau, Hadoop, Azure, Data Visualization",6
Autonomous Systems Engineer,141125,EX,FT,Netherlands,S,100,"Java, PyTorch, Linux, Deep Learning, Computer Vision",14
Research Scientist,305621,EX,FL,Norway,M,100,"MLOps, Docker, Java, Azure, Statistics",19
Robotics Engineer,187599,EX,CT,Germany,M,0,"R, SQL, PyTorch",11
AI Consultant,33959,EN,PT,South Korea,S,0,"GCP, MLOps, Computer Vision, Data Visualization",1
AI Product Manager,229855,EX,FL,United Kingdom,L,0,"Hadoop, Tableau, Mathematics, SQL, AWS",16
Principal Data Scientist,85361,MI,PT,Germany,L,50,"Statistics, Mathematics, SQL, TensorFlow",2
Computer Vision Engineer,80376,SE,FL,South Korea,M,50,"R, Tableau, Java",5
Principal Data Scientist,45147,EN,CT,Japan,M,100,"Python, Computer Vision, Git",0
Computer Vision Engineer,46236,MI,FL,Israel,S,100,"PyTorch, Tableau, Scala, GCP",4
Data Engineer,72594,MI,PT,India,M,100,"Linux, PyTorch, Git, GCP, Java",3
Head of AI,119767,SE,FL,Australia,L,100,"Git, Linux, Python",5
Machine Learning Researcher,141385,EX,CT,Japan,S,0,"PyTorch, Spark, SQL",15
Autonomous Systems Engineer,231393,EX,FT,Canada,L,0,"PyTorch, Java, Tableau, GCP, Azure",12
AI Software Engineer,58405,EN,FT,France,L,100,"NLP, Python, Scala",1
Robotics Engineer,60440,EN,PT,India,L,0,"Docker, MLOps, Python, Spark, NLP",1
Head of AI,195647,SE,FL,Denmark,L,100,"SQL, Java, Linux",9
Data Analyst,298418,EX,FL,Denmark,L,0,"Python, TensorFlow, AWS, MLOps",12
Research Scientist,182777,SE,FL,Norway,M,50,"Kubernetes, Spark, PyTorch",6
AI Research Scientist,87006,MI,PT,Germany,M,50,"R, NLP, Python",3
Machine Learning Engineer,69827,EN,CT,United Kingdom,L,0,"SQL, Computer Vision, AWS, PyTorch, GCP",1
NLP Engineer,206945,EX,PT,Germany,S,100,"GCP, Linux, Python, TensorFlow, Java",12
Autonomous Systems Engineer,99795,EN,FL,Switzerland,M,100,"Hadoop, Deep Learning, Statistics, Azure",1
AI Software Engineer,114667,MI,PT,Denmark,S,0,"Git, SQL, Python, TensorFlow",4
Robotics Engineer,128576,MI,PT,Denmark,L,50,"Hadoop, PyTorch, Linux",4
ML Ops Engineer,60097,EN,PT,Germany,S,0,"Spark, Hadoop, GCP, Deep Learning, Statistics",1
Autonomous Systems Engineer,101978,MI,FT,United States,S,0,"Java, GCP, SQL, MLOps",3
AI Research Scientist,353726,EX,CT,Switzerland,M,100,"Kubernetes, Java, Scala, Computer Vision",13
AI Architect,95186,EX,FT,Austria,S,100,"PyTorch, Kubernetes, Linux, Computer Vision",18
AI Specialist,133855,SE,FL,Singapore,S,0,"SQL, Python, GCP, R",8
Head of AI,162221,SE,FL,Australia,L,50,"MLOps, R, Tableau",9
ML Ops Engineer,124709,EX,FT,Canada,S,100,"Docker, Python, TensorFlow, Statistics, PyTorch",19
Data Scientist,58778,EN,PT,France,M,50,"PyTorch, Kubernetes, Mathematics, GCP, Linux",0
AI Consultant,59227,MI,FL,Finland,S,50,"Java, PyTorch, TensorFlow",3
NLP Engineer,191741,EX,CT,China,L,0,"SQL, R, Linux, AWS, TensorFlow",11
Computer Vision Engineer,125762,EX,FL,Japan,M,0,"NLP, R, Hadoop, TensorFlow, Spark",14
AI Software Engineer,100678,MI,FT,United States,S,100,"Deep Learning, Hadoop, R",4
Machine Learning Engineer,117568,SE,PT,Israel,L,100,"Python, Spark, Docker, AWS",9
Autonomous Systems Engineer,134632,EX,PT,China,S,100,"Scala, Python, NLP",17
Robotics Engineer,106560,MI,CT,Switzerland,S,50,"PyTorch, Deep Learning, Computer Vision, NLP",2
AI Software Engineer,94044,EN,PT,United States,L,100,"Docker, TensorFlow, AWS",1
AI Research Scientist,79076,SE,FT,Japan,M,50,"SQL, Git, Statistics, PyTorch, Java",6
AI Software Engineer,198743,EX,FL,Canada,M,50,"Git, Azure, Java",19
Deep Learning Engineer,97175,SE,FT,Japan,M,50,"Java, Linux, Data Visualization, R",8
AI Architect,64832,MI,PT,Austria,S,50,"Java, Python, Data Visualization, Kubernetes",2
Data Engineer,143835,SE,FL,Singapore,S,50,"Python, TensorFlow, Computer Vision, Hadoop, Kubernetes",5
Data Scientist,181246,SE,CT,Denmark,M,0,"TensorFlow, Python, Tableau, Hadoop",9
Principal Data Scientist,46950,MI,FL,Ireland,S,100,"Docker, SQL, GCP, Scala, Git",2
AI Consultant,84808,SE,CT,Japan,S,0,"Java, Hadoop, AWS, Mathematics, Deep Learning",7
AI Architect,153304,SE,FL,Singapore,L,0,"Linux, AWS, Git, Python",7
Data Analyst,187668,EX,PT,Singapore,M,0,"Python, Data Visualization, Mathematics",14
AI Specialist,72769,MI,CT,Ireland,M,50,"Python, TensorFlow, Linux, Java, Kubernetes",4
Research Scientist,222757,EX,FT,Singapore,S,0,"Docker, Git, MLOps",10
Data Engineer,160302,EX,PT,Norway,S,0,"Mathematics, Scala, NLP, SQL",11
NLP Engineer,78913,MI,CT,India,L,100,"PyTorch, Scala, Python",2
Research Scientist,226519,EX,FL,Netherlands,M,50,"AWS, Mathematics, NLP, Linux",18
Research Scientist,175559,SE,FL,Denmark,M,0,"SQL, Data Visualization, MLOps, Java",8
Computer Vision Engineer,141569,SE,FL,Canada,M,50,"Azure, Kubernetes, Docker, Computer Vision, Spark",6
NLP Engineer,164894,SE,FT,France,L,100,"Kubernetes, Scala, Mathematics, NLP",7
Data Analyst,88878,MI,FT,Japan,L,0,"Deep Learning, Hadoop, NLP",4
ML Ops Engineer,101624,SE,FL,Germany,S,0,"Azure, Python, NLP, Git, TensorFlow",6
Head of AI,84728,MI,FT,Singapore,S,100,"Python, TensorFlow, Scala",3
Research Scientist,97260,EX,FT,Austria,M,100,"Azure, Scala, Statistics",17
Machine Learning Researcher,69936,MI,FL,Singapore,S,0,"Kubernetes, AWS, Deep Learning, R, Spark",4
Data Engineer,75400,MI,PT,South Korea,L,0,"Computer Vision, MLOps, Docker, Azure",3
ML Ops Engineer,107195,EN,FL,Denmark,L,0,"AWS, PyTorch, Tableau, Computer Vision",0
Data Scientist,75537,SE,FT,South Korea,M,100,"Hadoop, Mathematics, Scala, PyTorch",8
AI Research Scientist,109409,MI,FL,Norway,L,50,"Statistics, Scala, Spark, Java, Azure",2
AI Consultant,49641,EN,CT,India,L,100,"Java, Deep Learning, SQL, MLOps",0
Machine Learning Researcher,60830,EN,FL,Denmark,S,0,"Linux, Git, Java, Python, PyTorch",0
Machine Learning Engineer,48516,EN,FL,South Korea,L,100,"SQL, AWS, Data Visualization, NLP, Java",1
Computer Vision Engineer,98740,SE,FL,Sweden,S,0,"GCP, Spark, TensorFlow, Kubernetes",9
Data Scientist,109279,EX,CT,China,M,50,"AWS, SQL, Git",12
Deep Learning Engineer,103692,MI,CT,Norway,M,0,"AWS, Deep Learning, SQL",2
Machine Learning Researcher,110492,MI,PT,Singapore,L,0,"Azure, R, Tableau, Java",3
Data Scientist,226973,EX,FL,Germany,L,100,"PyTorch, SQL, Python, R",10
Autonomous Systems Engineer,171987,SE,FL,United States,M,100,"GCP, SQL, Kubernetes, R, PyTorch",6
AI Consultant,173054,SE,CT,Sweden,L,100,"Git, GCP, MLOps, Deep Learning, Statistics",6
Autonomous Systems Engineer,73669,MI,CT,Ireland,L,0,"SQL, Hadoop, PyTorch, Tableau, Statistics",2
AI Architect,98984,MI,FT,Denmark,M,100,"Git, Python, PyTorch",2
Data Scientist,101933,MI,PT,United Kingdom,L,0,"PyTorch, AWS, Java, Tableau",2
AI Product Manager,107603,SE,PT,Finland,M,0,"PyTorch, NLP, Tableau, Computer Vision",6
Robotics Engineer,116150,SE,FT,Canada,S,0,"PyTorch, Kubernetes, Computer Vision",7
AI Product Manager,170702,EX,FT,United States,S,100,"Computer Vision, SQL, NLP, Hadoop, TensorFlow",13
Data Scientist,149281,EX,FT,Japan,S,50,"Spark, TensorFlow, Java, NLP, Deep Learning",14
Data Scientist,43707,EN,PT,Japan,L,0,"Python, Git, TensorFlow, Java",1
AI Software Engineer,85131,MI,FT,United Kingdom,M,50,"R, SQL, Spark",4
AI Specialist,85625,SE,PT,China,S,100,"Kubernetes, PyTorch, Git",9
Computer Vision Engineer,127955,SE,PT,Germany,S,100,"Kubernetes, Git, Azure, GCP",6
NLP Engineer,53707,EN,PT,China,M,50,"Scala, Python, SQL, GCP",0
Deep Learning Engineer,152266,EX,CT,Israel,M,50,"Java, Kubernetes, Docker",12
Principal Data Scientist,104315,MI,CT,United Kingdom,M,50,"Kubernetes, NLP, Python",3
AI Product Manager,49234,MI,FL,Finland,S,0,"Python, TensorFlow, Azure, PyTorch, Deep Learning",2
Principal Data Scientist,104397,SE,FT,Australia,S,50,"Mathematics, NLP, Deep Learning, Python",8
Data Analyst,117198,SE,FL,France,M,50,"R, Data Visualization, Git, GCP",8
Machine Learning Engineer,63395,EN,PT,Norway,S,0,"AWS, Spark, Data Visualization, Linux",0
AI Specialist,77545,EN,FL,Netherlands,M,50,"Scala, R, SQL, NLP, Java",0
AI Software Engineer,161796,SE,FL,Australia,L,100,"Spark, PyTorch, TensorFlow, Scala",9
Data Analyst,217701,EX,PT,Denmark,S,0,"PyTorch, GCP, Data Visualization, Deep Learning, Azure",10
Deep Learning Engineer,128702,SE,PT,Sweden,S,100,"Deep Learning, Data Visualization, MLOps, Linux",8
Machine Learning Engineer,63866,EN,FT,Sweden,L,100,"Python, GCP, Data Visualization",0
Data Scientist,171813,SE,PT,Denmark,S,0,"PyTorch, Tableau, GCP",8
Research Scientist,138694,EX,CT,China,S,100,"Python, Data Visualization, TensorFlow, GCP",19
Autonomous Systems Engineer,130454,MI,FT,Singapore,L,100,"GCP, Kubernetes, MLOps, Data Visualization",2
Head of AI,145190,SE,FT,Canada,L,0,"Git, PyTorch, Spark, NLP, Computer Vision",5
ML Ops Engineer,47965,MI,PT,Japan,S,50,"Python, Git, Computer Vision, TensorFlow",4
Data Scientist,61289,EN,FT,Germany,L,100,"Python, PyTorch, R",0
Computer Vision Engineer,73637,SE,PT,Israel,M,50,"Deep Learning, Docker, Java",9
AI Architect,64826,EN,CT,France,M,0,"GCP, Scala, Java, SQL, Deep Learning",0
NLP Engineer,146600,EX,FT,Japan,L,0,"Python, Data Visualization, Kubernetes, TensorFlow, Computer Vision",18
AI Software Engineer,172271,SE,FT,Denmark,S,50,"Git, R, Scala, Kubernetes",9
AI Specialist,156725,EX,CT,South Korea,L,0,"AWS, Kubernetes, NLP",19
Robotics Engineer,94680,EN,FT,Denmark,L,0,"Hadoop, Git, PyTorch, Azure, TensorFlow",1
Data Analyst,92035,SE,CT,Israel,M,100,"AWS, Linux, TensorFlow, Git",6
Data Engineer,77042,SE,FL,China,S,0,"Data Visualization, MLOps, Python, TensorFlow",6
Machine Learning Engineer,272652,EX,FL,Denmark,S,0,"Kubernetes, Java, NLP, Tableau, Hadoop",19
AI Product Manager,117510,MI,FT,France,L,0,"Data Visualization, PyTorch, Tableau",2
NLP Engineer,80985,EN,FT,Netherlands,M,0,"Deep Learning, Git, Data Visualization",0
AI Architect,61352,MI,CT,Japan,M,100,"Git, Python, NLP, Linux",3
AI Research Scientist,77636,SE,CT,Ireland,S,100,"SQL, Linux, Docker, Tableau",5
Research Scientist,214326,SE,PT,Denmark,L,50,"Spark, Statistics, SQL, Python",6
Data Scientist,71473,MI,CT,Austria,M,100,"Kubernetes, Java, Mathematics, TensorFlow, R",4
Head of AI,48920,MI,CT,Japan,S,100,"PyTorch, Docker, AWS, Linux, Java",2
Data Engineer,63273,MI,FL,South Korea,S,50,"Mathematics, SQL, MLOps",4
AI Product Manager,134087,EX,FT,Australia,S,0,"Python, Scala, TensorFlow, Spark, GCP",12
Deep Learning Engineer,142446,SE,FL,Norway,M,50,"Git, Python, Kubernetes",9
AI Specialist,159755,SE,FT,United Kingdom,L,50,"MLOps, PyTorch, Git",9
Computer Vision Engineer,188034,EX,FT,Germany,L,100,"Java, Spark, NLP, Hadoop, Python",13
Data Scientist,125153,SE,FT,Netherlands,S,50,"R, Python, Data Visualization, TensorFlow",9
Machine Learning Engineer,146076,EX,PT,South Korea,M,50,"Hadoop, Python, Computer Vision",11
Principal Data Scientist,140113,SE,CT,Australia,M,50,"PyTorch, Kubernetes, R",5
AI Software Engineer,73269,EN,FT,United Kingdom,S,50,"Kubernetes, Data Visualization, GCP, MLOps, PyTorch",0
AI Software Engineer,103806,MI,CT,United States,L,100,"NLP, Tableau, Azure, R",3
Principal Data Scientist,103370,SE,FT,Singapore,S,0,"Hadoop, Python, Git",7
Machine Learning Engineer,142657,EX,FL,Ireland,M,100,"Python, SQL, Hadoop, Computer Vision",13
Research Scientist,291226,EX,FL,Denmark,S,50,"GCP, Git, MLOps, Kubernetes",10
Data Scientist,65226,EN,FL,United States,S,100,"Python, Git, TensorFlow",0
AI Specialist,108886,EN,FL,Switzerland,M,50,"R, Tableau, Python, Statistics, Deep Learning",0
Computer Vision Engineer,271344,EX,CT,Canada,L,50,"PyTorch, Tableau, Azure, NLP",17
Data Scientist,171571,SE,FL,Switzerland,M,100,"MLOps, R, Data Visualization",7
Data Engineer,82918,SE,PT,Finland,S,0,"Scala, Hadoop, Spark",9
AI Product Manager,136651,EX,CT,Japan,M,0,"GCP, Java, Mathematics, Kubernetes",17
AI Software Engineer,237637,EX,FT,Sweden,L,0,"PyTorch, Python, AWS",17
AI Consultant,59160,EN,FT,Ireland,L,50,"Azure, AWS, GCP, Tableau",0
Research Scientist,49162,EN,FL,China,L,0,"AWS, Python, Tableau",0
Robotics Engineer,83663,SE,FT,India,M,100,"Linux, AWS, Java, Spark, Deep Learning",5
